Id,Sales
1,5060.1973
2,7954.563
3,9008.485
4,6883.0737
5,6694.4785
6,5883.775
7,8569.909
8,8343.443
9,5577.512
10,6184.239
11,7258.103
12,8284.99
13,7222.635
14,8799.564
15,6157.3267
16,4928.086
17,6262.2295
18,9982.523
19,12325.916
20,10415.469
21,7536.92
22,6258.3286
23,6380.68
24,4729.0435
25,8653.295
26,10629.243
27,9369.508
28,6230.976
29,5441.8013
30,5148.0137
31,5551.6074
32,10962.401
33,7708.218
34,6017.9526
35,5933.8086
36,7992.6646
37,4352.5625
38,7373.9614
39,4979.417
40,6948.2266
41,8186.2993
42,5705.5996
43,7694.066
44,6527.318
45,4852.942
46,7180.05
47,7459.632
48,11530.372
49,6625.6826
50,8943.098
51,7213.2827
52,10034.447
53,7050.9365
54,10012.463
55,5339.753
56,5393.7817
57,6712.01
58,6140.49
59,9081.15
60,8210.154
61,6158.1543
62,8026.426
63,6635.5234
64,10780.344
65,4655.806
66,13390.516
67,5274.474
68,6289.3013
69,8690.565
70,6076.776
71,6573.0
72,6858.23
73,7902.392
74,5522.3633
75,5499.2627
76,7920.5
77,7874.1543
78,7731.498
79,4853.548
80,7290.6597
81,10202.659
82,6787.474
83,4861.0693
84,7465.5684
85,6151.2573
86,7138.079
87,7125.7144
88,4510.818
89,7942.2607
90,6529.0503
91,7896.7554
92,6382.001
93,4871.3076
94,7214.1055
95,5769.777
96,7839.341
97,9205.703
98,5608.688
99,5755.5493
100,6468.584
101,6352.538
102,6189.782
103,8305.655
104,7145.386
105,8093.311
106,6031.5156
107,5054.5386
108,6950.903
109,8535.048
110,9263.015
111,8419.236
112,8439.197
113,6483.6826
114,8864.384
115,6508.3555
116,8494.626
117,9280.853
118,7134.4263
119,10295.809
120,8356.578
121,8439.717
122,6568.595
123,7587.8477
124,8319.485
125,6783.056
126,4464.436
127,6149.001
128,8492.024
129,7471.708
130,5350.1494
131,9098.205
132,7068.7275
133,5948.476
134,6189.7915
135,6107.153
136,7757.613
137,7804.3784
138,7512.6094
139,5694.5195
140,5310.659
141,7133.329
142,4082.9692
143,6659.577
144,5541.7246
145,9728.198
146,7297.11
147,6736.6035
148,8308.279
149,6066.9897
150,5205.6714
151,11231.947
152,7479.6094
153,8494.983
154,8167.4673
155,6031.655
156,6611.641
157,5701.25
158,7922.814
159,11546.383
160,6367.721
161,3540.037
162,5373.128
163,8530.647
164,9413.471
165,7108.3765
166,7787.752
167,5328.695
168,5803.2915
169,3472.605
170,5331.0513
171,6396.9585
172,6938.2812
173,8068.6836
174,6878.5796
175,8178.5522
176,9576.603
177,7769.76
178,5333.28
179,9799.824
180,11404.241
181,6984.848
182,8384.561
183,5665.595
184,6861.73
185,5279.824
186,7820.935
187,5798.338
188,9056.616
189,7831.481
190,9699.207
191,8816.732
192,5988.949
193,8910.435
194,19841.865
195,11450.392
196,6424.488
197,3211.734
198,6679.8145
199,10554.906
200,6046.031
201,12070.424
202,19779.166
203,3500.1555
204,5719.14
205,9948.635
206,5658.061
207,10153.822
208,7499.107
209,7766.0635
210,3956.6216
211,7480.402
212,7076.424
213,7686.9185
214,8471.251
215,6796.885
216,6599.6562
217,7243.0854
218,5645.653
219,5973.8003
220,8055.8423
221,6265.341
222,6823.9214
223,7809.2617
224,6623.757
225,5411.049
226,7888.8843
227,7377.497
228,8621.233
229,5787.9976
230,7621.426
231,6199.7246
232,4571.764
233,6835.067
234,7843.966
235,5447.301
236,4885.9873
237,9934.784
238,7946.1323
239,9353.55
240,7330.281
241,6704.5493
242,5910.9565
243,4702.139
244,10213.523
245,5644.4624
246,8078.9893
247,15719.697
248,7659.0386
249,8584.12
250,5395.041
251,5275.018
252,7815.7334
253,4700.9146
254,7040.4067
255,10148.407
256,5980.387
257,16480.184
258,15658.161
259,5246.8135
260,8242.888
261,5425.583
262,7306.432
263,6226.4023
264,11350.69
265,8001.4727
266,9432.804
267,5206.518
268,7423.385
269,5101.2075
270,8646.508
271,7387.778
272,6673.1133
273,6703.9287
274,5624.677
275,8616.193
276,10143.267
